Address,Content,Status Code,Status,Indexability,Indexability Status,Hash,Length,Canonical Link Element 1,URL Encoded Address
https://www.bigdweb.com/,text/html;charset=UTF-8,200,OK,Indexable,,e066eba12c42b3c94e7ed59cc9d9fe28,24,https://www.bigdweb.com/,https://www.bigdweb.com/
https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/beval.do,text/html;charset=UTF-8,200,OK,Indexable,,bf968d922228b1e0338e1d90a9645ef2,71,https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/beval.do,https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/beval.do
https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/cactus+saddlery.do,text/html;charset=UTF-8,200,OK,Indexable,,af35499a7aef35f904bda845b0f2b238,81,https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/cactus+saddlery.do,https://www.bigdweb.com/category/shop+by+brand/shop+brands+a-g/cactus+saddlery.do
https://www.bigdweb.com/category/shop+by+brand/shop+brands+n-t/ramard.do,text/html;charset=UTF-8,200,OK,Indexable,,167d4e41a8a081cb53bb4fb7b64f1c4,72,https://www.bigdweb.com/category/shop+by+brand/shop+brands+n-t/ramard.do,https://www.bigdweb.com/category/shop+by+brand/shop+brands+n-t/ramard.do
